doc_title,sub_doc_id,sentence_num,entry_type,reg_sent,sim_sent
חוברת מידע נגישות בכנסת,3,1094,1,"אולם המליאה ויציעי האורחים – נגישים, בהתחשב באילוצי השימור. \n",אולם המליאה (האולם המרכזי של ישיבות הכנסת) והיציע לאורחים (אזור הישיבה לאורחים) נגישים.\n
חוברת מידע נגישות בכנסת,3,1095,1,"מבקרים הזקוקים להתאמות מיוחדות ביציעי האורחים, מתבקשים לפנות לאחת מעמדות הסדרנים.\n","מבקרים שצריכים התאמה ביציע של האורחים, יכולים לפנות בזמן הביקור לאחת מהעמדות של הסדרנים.\n"
חוברת מידע נגישות בכנסת,3,1096,1,10) שילוט הכוונה – \n,10) שילוט הכוונה\n
חוברת מידע נגישות בכנסת,3,1097,2,"יש שילוט, ובנוסף לכך אפשר להיעזר בסדרני הכנסת.\n","יש בכנסת שלטים שעוזרים למצוא את המשרדים והאולמות השונים. בנוסף לכך, אפשר לבקש עזרה מסדרני הכנסת.\n"
חוברת מידע נגישות בכנסת,3,1098,1,11) מושבים למנוחה – \n,11) מושבים למנוחה\n
חוברת מידע נגישות בכנסת,3,1099,1,מושבים מותאמים מוצבים ברחבי הכנסת.\n,יש ברחבי הכנסת מקומות ישיבה מותאמים לצורך מנוחה.\n
חוברת מידע נגישות בכנסת,3,1100,1,12) סיורים ופעילויות תוכן בכנסת – \n,12) סיורים ופעילויות תוכן בכנסת\n
חוברת מידע נגישות בכנסת,3,1101,2,"סיורים ופעילויות תוכן בכנסת – כל הסיורים מונגשים, כולל עזרה אנושית על-פי הצורך.\n",כל הסיורים בכנסת (ההדרכות בבניין הכנסת) מונגשים. כל פעילויות התוכן בכנסת (ההסברים על התפקיד של הכנסת וחברי הכנסת) מונגשות.\n
חוברת מידע נגישות בכנסת,3,1102,1,"בנוסף קיימת תכנית סיורים מותאמת לתלמידים עם צרכים מיוחדים בגילאי 5-21, ולבוגרים במסגרות לאנשים עם צרכים מיוחדים.\n","בנוסף לכך, יש תוכנית סיורים מותאמת לתלמידים עם צרכים מיוחדים בני 5-21, ולבוגרים במסגרות לאנשים עם צרכים מיוחדים.\n"
חוברת מידע נגישות בכנסת,3,1103,6,\n,כדי לקבל עזרה בזמן הסיור יש לפנות למדריך. \n
חוברת מידע נגישות בכנסת,3,1104,1,מרכז המבקרים של הכנסת מעמיד לרשות אנשים עם מוגבלות שמיעה אוזניות להגברת השמע. \n,"במרכז המבקרים של הכנסת יש אוזניות להגברת הקול, לאנשים עם מוגבלות בשמיעה. \n"
חוברת מידע נגישות בכנסת,3,1105,6,\n,כדי לקבל התאמות מיוחדות אפשר לפנות למרכז המבקרים של הכנסת לפחות שבוע לפני הביקור בכנסת. \n
חוברת מידע נגישות בכנסת,3,1106,1,"למידע נוסף ולתיאום סיורים ניתן לפנות: דואר אלקטרוני  Tours@knesset.gov.il, בפקס: 02-6496589, טלפון לבירורים: 02-6753337\n","למידע נוסף ולתיאום סיורים ופעילויות אפשר לפנות בדרכים האלה: בפקס: 02-6496589, בטלפון: 02-6753337, בדואר אלקטרוני  Tours@KNESSET.GOV.IL \n"
חוברת מידע נגישות בכנסת,3,1107,1,13) טקסים ואירועים – \n,13) טקסים ואירועים\n
חוברת מידע נגישות בכנסת,3,1108,6,\n,טקסים ואירועים הם מפגשים שבהם אנשים מציינים (אומרים או מזכירים) משהו חשוב או חוגגים משהו.\n
חוברת מידע נגישות בכנסת,3,1109,1,כל הטקסים והאירועים נגישים. \n,כל הטקסים והאירועים בכנסת נגישים. \n
חוברת מידע נגישות בכנסת,3,1110,2,בבקשות להתאמות אישיות יש לפנות לאגף טקסים ואירועים בטלפון:  02-6753441.\n,מי שרוצה לבקש התאמות אישיות יכול לפנות בטלפון מראש (לפני הטקס או האירוע) לאגף טקסים ואירועים בכנסת. טלפון: 02-6753441.\n
חוברת מידע נגישות בכנסת,3,1111,1,14) מערכות עזר לשמיעה ברחבי המשכן – \n,14) מערכות עזר לשמיעה ברחבי בניין הכנסת \n
חוברת מידע נגישות בכנסת,3,1112,3,ברחבי המשכן יש כמה עמדות שירות שמותקנות בהן מערכות עזר לשמיעה מסוג לולאת השראה. העמדות מסומנות בסמל.\n,ברחבי הכנסת יש כמה עמדות שירות עם מערכות עזר לשמיעה מסוג לולאת השראה מסומנות בסמל.\n
חוברת מידע נגישות בכנסת,3,1113,1,15) אתר הכנסת – \n,15) אתר הכנסת\n
חוברת מידע נגישות בכנסת,3,1114,1,אתר הכנסת – האתר נגיש. \n,אתר הכנסת נגיש.\n
חוברת מידע נגישות בכנסת,3,1115,5,עומד בתקן AA.\n,\n
חוברת מידע נגישות בכנסת,3,1116,6,\n,"בדף הבית של האתר, בצד ימין למעלה, יש כפתור ""נגישות"".\n"
חוברת מידע נגישות בכנסת,3,1117,6,\n,אפשר ללחוץ על הכפתור הזה כדי לקבל התאמות מיוחדות לשימוש באתר האינטרנט של הכנסת.\n
חוברת מידע נגישות בכנסת,3,1118,6,\n,"בדף הבית, בצד שמאל, יש כפתור נוסף. \n"
חוברת מידע נגישות בכנסת,3,1119,6,\n,"על הכפתור כתוב ""נגישות בכנסת"". \n"
חוברת מידע נגישות בכנסת,3,1120,6,\n,אפשר ללחוץ על הכפתור הזה כדי לקבל מידע על הנגישות בכנסת. \n
חוברת מידע נגישות בכנסת,3,1121,6,\n,הכפתור הזה גם מאפשר (נותן לנו) לפנות לכנסת בנושאי נגישות באמצעות הדואר האלקטרוני.\n
חוברת מידע נגישות בכנסת,3,1122,6,\n,"בנוסף לכך, בכל עמוד באתר הכנסת, בצד ימין למטה, יש כפתור עם סמל הנגישות הבין-לאומי ואפשר להגיע למידע על הנגישות בכנסת גם בלחיצה על הכפתור הזה:\n"
חוברת מידע נגישות בכנסת,3,1123,1,16) עמדת מידע ושירות בתחום הנגישות – \n,16) עמדת (שולחן) מידע ושירות בתחום הנגישות\n
חוברת מידע נגישות בכנסת,3,1124,2,"המבקרים בכנסת, ובכללם אנשים עם מוגבלויות, יכולים להיעזר בעמדת הנגישות הנמצאת בכניסת הוועדות באגף קדמה, קומה 3. \n","כל האנשים שמבקרים בכנסת, ביניהם גם אנשים עם מוגבלות, יכולים להשתמש בעמדת הנגישות ולקבל בה עזרה. עמדת הנגישות נמצאת בכניסת הוועדות באזור שנקרא ""קדמה"", בקומה 3. \n"
חוברת מידע נגישות בכנסת,3,1125,3,"בעמדה ניתן מידע על הנגישות במשכן, ומושאלים אביזרי עזר לשיפור התנועה, הראייה, השמיעה וההתמצאות.  \n","בעמדה של הנגישות אפשר לקבל מידע על הנגישות בבניין הכנסת, ואפשר לקבל בהשאלה (רק לזמן הביקור) עזרים (מכשירים) לשיפור התנועה, הראייה, השמיעה וההתמצאות. \n"
חוברת מידע נגישות בכנסת,3,1126,1,"טלפון: 02-6753168, קישור באתר הכנסת\n","אפשר לקבל מידע בנושא הנגישות בכנסת גם בדרכים האלה: בטלפון: 02-6753168, בלחיצה על קישור באתר הכנסת \n"
חוברת מידע נגישות בכנסת,3,1127,6,\n,הסבר מפורט על כל אמצעי ההנגשה בעמדת המידע והשירות מופיעים בעמודים הבאים בחוברת זו.\n
חוברת מידע נגישות בכנסת,4,1128,6,\n,עמדת מידע ושירות בתחום הנגישות\n
חוברת מידע נגישות בכנסת,4,1129,1,המידע על הנגישות שניתן בעמדה:\n,מידע על נגישות בעמדת (בשולחן) הנגישות:\n
חוברת מידע נגישות בכנסת,4,1130,2,"א) מפת התמצאות והכוונה – אפשר לקבל בעמדה מפת התמצאות בכנסת, שבה מסומנים שירותים מרכזיים העומדים לרשות אנשים עם מוגבלויות. \n","א) מפה שעוזרת להתמצא (למצוא דברים חשובים) בכנסת. בעמדת הנגישות אפשר לקבל מפה שעוזרת להתמצא (למצוא דברים חשובים) בכנסת. במפה מופיעים סמלים של דברים שעוזרים לנגישות בכנסת. למשל: מעליות, שירותים ומזנונים.\n"
חוברת מידע נגישות בכנסת,4,1131,2,"המפה מונגשת, ואפשר לצפות בה גם באתר הכנסת.\n",המפה מונגשת לעיוורים וללקויי ראייה (יש במפה דברים שאפשר למשש). אפשר לצפות במפה גם באתר הכנסת.\n
חוברת מידע נגישות בכנסת,4,1132,1,ב) חוברת מידע – נגישות בכנסת –\n,ב) חוברת מידע – נגישות בכנסת\n
חוברת מידע נגישות בכנסת,4,1133,1, \n,בחוברת כתוב איך אנחנו מנגישים (מתאימים) את הכנסת.\n
חוברת מידע נגישות בכנסת,4,1134,1,"החוברת כתובה בפישוט לשוני, ואפשר לקבלה גם בכתב ברייל. \n",החוברת כתובה בפישוט לשוני (בשפה קלה וברורה).\n
חוברת מידע נגישות בכנסת,4,1135,6,\n,אפשר לקבל את החוברת הזו בעמדת הנגישות.\n
חוברת מידע נגישות בכנסת,4,1136,1,הזקוקים להקראה של תוכן החוברת מוזמנים לפנות לנציגת השירות בעמדה. \n,"לצורך הקראה של מה שכתוב בחוברת, אפשר לפנות לנציגת השירות בעמדת הנגישות. \n"
חוברת מידע נגישות בכנסת,4,1137,2,תוכן החוברת מוצג גם בסרטון הנגישות של הכנסת וזמין לצפייה ולשמיעה באתר הכנסת ובעמדת הנגישות.\n,המידע בחוברת מופיע גם בסרטון הנגישות. אפשר לצפות ולשמוע את סרטון הנגישות בעמדת הנגישות ובאתר הכנסת. \n
חוברת מידע נגישות בכנסת,4,1138,1,ג) סרטון נגישות – \n,ג) סרטון הדרכה – נגישות בכנסת\n
חוברת מידע נגישות בכנסת,4,1139,2,"הסרטון מציג מידע על הנגישות בכנסת באופן מוחשי, עם הקלטת קול וכתוביות.\n",בסרטון ההדרכה יש מידע על הדברים שעוזרים לנגישות בכנסת. אפשר להתכונן לביקור בכנסת בעזרת הסרטון. סרטון ההדרכה הוא סרטון נגיש (מתאים) לאנשים עם מוגבלות. בסרטון יש כתוביות.\n
חוברת מידע נגישות בכנסת,4,1140,1,"אפשר לצפות בסרטון במסך המוצב בעמדה, במסך המוצב בכניסה לכנסת (משער פולומבו) ובאתר הכנסת.\n",איפה אפשר לצפות בסרטון? • בעמדת הנגישות (יש לפנות לנציגת השירות בעמדה) • במסך שנמצא בכניסה לכנסת (משער פולומבו) • באתר הכנסת – באמצעות לחיצה על כפתור הנגישות\n
חוברת מידע נגישות בכנסת,4,1141,1,אביזרי עזר להשאלה בעמדה:\n,מכשירים וציוד עזר לביקור בכנסת\n
חוברת מידע נגישות בכנסת,4,1142,6,\n,בעמדת הנגישות יש מכשירים וציוד עזר שאפשר להשאיל (לקבל ולהחזיר) לזמן הביקור בכנסת.\n
חוברת מידע נגישות בכנסת,4,1143,6,\n,"כשלוקחים את המכשיר, צריך לתת תעודת זהות לנציגת השירות בעמדת הנגישות.\n"
חוברת מידע נגישות בכנסת,4,1144,6,\n,"כשמחזירים את המכשיר, מקבלים את תעודת הזהות בחזרה.\n"
חוברת מידע נגישות בכנסת,4,1145,6,\n,המכשירים וציוד העזר הם:\n
חוברת מידע נגישות בכנסת,4,1146,1,• כיסא גלגלים – זמין להשאלה בעמדת הנגישות או באמצעות פנייה לכל אחת מעמדות הסדרנים ברחבי המשכן.\n,• כיסא גלגלים – אפשר לקבל כיסא גלגלים לזמן הביקור בכנסת בעמדת הנגישות או בפנייה לסדרן.\n
חוברת מידע נגישות בכנסת,4,1147,1,• משקפיים חכמים לעיוורים ולאנשים עם לקות ראייה – זמינים להשאלה בעמדת הנגישות.\n,"""• משקפיים 'חכמים' (מיוחדים, משוכללים) לעיוורים ולאנשים עם לקות ראייה* – בעמדת הנגישות אפשר לקבל משקפיים חכמים לזמן הביקור בכנסת.\n"""
חוברת מידע נגישות בכנסת,4,1148,6,\n,בעמדת הנגישות אפשר לקבל הסבר איך להשתמש במשקפיים החכמים.\n
חוברת מידע נגישות בכנסת,4,1149,6,\n,*(בעזרת המשקפיים החכמים אפשר לשמוע מידע כתוב ולזהות פנים.)\n
חוברת מידע נגישות בכנסת,4,1150,1,• זכוכיות מַגדלות – זמינות להשאלה בעמדת הנגישות.\n,• זכוכיות מַגדילות – אפשר לקבל בעמדת הנגישות למשך הביקור.\n
חוברת מידע נגישות בכנסת,4,1151,1,אביזרים תומכי תקשורת בעמדה:\n,מכשירים ועזרים לתמיכה (עזרה) בתקשורת\n
חוברת מידע נגישות בכנסת,4,1152,1,• בעמדה מוצב לוח תקשורת (טאבלט) עם מקלדת מונגשת.\n,• לוח תקשורת (טאבלט) עם מקלדת מונגשת\n
חוברת מידע נגישות בכנסת,4,1153,1,• בעמדה מותקנת מערכת עזר לשמיעה מסוג לולאת השראה.\n,"• מערכת עזר לשמיעה מסוג לולאת השראה - מכשיר שעוזר לשמוע את מי שמדבר ברור יותר, ופחות רעשים מהסביבה. \n"
חוברת מידע נגישות בכנסת,4,1154,1,התאמת נגישות אישית: \n,התאמות נגישות אישיות\n
חוברת מידע נגישות בכנסת,4,1155,1,בקשה להתאמה אישית בתחום הנגישות יש להעביר לכנסת בפרק זמן סביר מראש. \n,בקשה להתאמה מיוחדת בתחום הנגישות צריך להעביר לכנסת לפחות שבוע לפני הביקור. \n
חוברת מידע נגישות בכנסת,4,1156,1,"אפשר לפנות לעמדת הנגישות, לשלוח בקשה באמצעות אתר הכנסת או לפנות ישירות לגורם המזמין בכנסת (מרכז המבקרים, אגף טקסים ואירועים, ועדות וכיו""ב).\n","כדי לקבל את התאמות הנגישות האישיות, צריך לעשות אחד מהדברים האלה: א) לפנות לעמדת הנגישות; ב) לשלוח בקשה באמצעות אתר הכנסת; ג) לפנות באופן ישיר למי שהזמין אתכם לכנסת, למשל: • מרכז המבקרים; • אגף טקסים ואירועים; • נציגים של ועדות הכנסת.\n"
הסכם השתתפות חוגים ופעילויות במתנס,1,1157,1,הסכם השתתפות \n,"הסכם להשתתפות של מבוגר בחוגים ובפעילות במתנ""ס (מרכז תרבות, נוער וספורט)\n"
הסכם השתתפות חוגים ופעילויות במתנס,1,1158,1,"ברכות להצטרפותכם לחוגים ולפעילויות של רשת המתנ""סים אילת.\n","אנחנו מברכים אתכם על  ההצטרפות שלכם לחוגים ולפעילויות במתנ""ס.\n"
הסכם השתתפות חוגים ופעילויות במתנס,1,1159,2,"הרשת דואגת לשרת אתכם ולתת מענה לבקשותיכם ככל שניתן, יחד עם זאת אנו מבקשים להביא לידיעתכם את תקנות רשת המתנ""סים בעת ההתקשרות עימנו.\n","הצוות של המתנ""ס דואג לשרת אתכם. הצוות של המתנ""ס דואג לטפל בבקשות שלכם.\n"
הסכם השתתפות חוגים ופעילויות במתנס,2,1160,6,\n,"הנהלים (הכללים) של המתנ""ס\n"
הסכם השתתפות חוגים ופעילויות במתנס,2,1161,1,נהלי הרשמה ותשלום:\n,א) פרטים על הרשמה ותשלום על חוגים ופעילויות\n
הסכם השתתפות חוגים ופעילויות במתנס,2,1162,2,• פעילות החוגים תחל ביום חמישי 1.9.2016 ותסתיים ביום חמישי 29.6.2017.\n,• הפעילות של החוגים מתחילה בהתחלה של חודש ספטמבר. • הפעילות של החוגים מסתיימת בסוף חודש יוני.\n
הסכם השתתפות חוגים ופעילויות במתנס,2,1163,1,"• הרישום והתשלום לפעילות המתנ""ס הם לכל תקופת שנת הפעילות.\n","• כשנרשמים לפעילות של המתנ""ס, צריך להירשם לכל החודשים של הפעילות.\n"
הסכם השתתפות חוגים ופעילויות במתנס,2,1164,5,• לא ניתן להרשם ולשלם עבור חלק מתקופת הפעילות.\n,\n
הסכם השתתפות חוגים ופעילויות במתנס,2,1165,1,• פתיחת חוג/קורס  מותנית במספר מינימלי של משתתפים.\n,"• המתנ""ס פותח פעילות רק אם נרשמים מספיק משתתפים.\n"
הסכם השתתפות חוגים ופעילויות במתנס,2,1166,2,• משתתף יחשב כרשום רק לאחר שסיים תהליך הרשמה הכולל: הרשמה באמצעות המחשב וסיום נוהל התשלום.\n,• משתתף יהיה רשום לפעילות רק בסוף תהליך ההרשמה. איך נרשמים לחוגים? א) נרשמים באמצעות המחשב ב) משלמים עבור הפעילות -\n
הסכם השתתפות חוגים ופעילויות במתנס,2,1167,1,"• ניתן לשלם בכרטיסי אשראי, מזומן או בהמחאה.\n","""אפשר לשלם בכרטיסי אשראי, במזומן או בהמחאה (צ'ק)\n"""
הסכם השתתפות חוגים ופעילויות במתנס,2,1168,1,"• בתחשיב עלות החוגים נלקחו בחשבון חופשות וחגים החלים בשנת הפעילות, עפ""י רשימת החופשות המפורסמת.\n","• החישוב של מחיר הפעילות כולל גם את החופשות והחגים, לפי הרשימה של החופשות.\n"
הסכם השתתפות חוגים ופעילויות במתנס,2,1169,2,לתשומת לבכם:  מחירי החוגים כוללים חומרים (אלא אם כן צוין אחרת).\n,"• המחירים של הפעילויות כוללים את המחיר של החומרים שצריך בפעילויות. אם המחיר של חוג או פעילות לא כולל את המחיר של החומרים, זה יהיה כתוב בחוברת החוגים.\n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1170,1,ביטול השתתפות בחוג או מעבר לפעילות אחרת והחזר כספי:\n,"ב) איך מודיעים על ביטול השתתפות בפעילויות של המתנ""ס?\n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1171,6,\n,"המתנ""ס מציע סוגים שונים של פעילויות למבוגרים: חוגים, מינוי (הצטרפות) לתיאטרון או להרצאות וקורסים.\n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1172,1,באחריות המשתתף/ת בלבד להגיש את הבקשה.\n,הפסקה של השתתפות בכל הפעילויות במהלך השנה היא באחריות המשתתפים.\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1173,6,\n,• למי מודיעים על ביטול ההשתתפות בפעילות?\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1174,6,\n,"על ביטול של השתתפות בפעילות מודיעים למזכירות של המתנ""ס .\n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1175,6,\n,לא מבטלים השתתפות בפעילות מול הבנק.\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1176,4,"• ניתן לפרוש מהחוג ע""י הגשת בקשה בכתב במזכירות המתנ""ס. • הביטול יכנס לתוקף החל מהחודש הבא שלאחר תאריך בקשת הביטול. • משתתף המפסיק את פעילותו, יוכל לעבור לפעילות אחרת ברשת.\n","ג) איך מבטלים השתתפות בפעילויות של המתנ""ס? כותבים למתנ""ס מכתב בקשה לביטול ההשתתפות בחוג. מעבירים את המכתב למזכירות של המתנ""ס. בוחרים באחת משתי אפשרויות להמשך. החזר של הכסף עבור החוג או הפעילות. רישום לחוג אחר או לפעילות אחרת. אם בוחרים רישום לחוג אחר או לפעילות אחרת אז מבררים במתנ""ס באיזה פעילות אחרת יש מקום. \n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1177,6,\n,"אם נרשמים לפעילות החדשה, אז החזר של הכסף עבור החוג או הפעילות.\n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1178,2,"במידה ואינו מעוניין לעשות כן, הביטול והחזר הכספים יכנסו לתוקף החל מהחודש שלאחר תאריך הודעת הביטול עפ""י החלק היחסי של התקופה שבה היה רשום.\n",חוג מבוטל חודש אחרי הגשת מכתב הבקשה לביטול. מקבלים החזר כספי על החודשים שנשארו מהיום שהביטול בתוקף. החזר של הכסף עבור החוג או הפעילות.\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1179,3,"ביטול מנוי תאטרון /הרצאות או מעבר לפעילות אחרת והחזר כספי: • ניתן לבטל מנוי ע""י הגשת בקשה בכתב במזכירות המתנ""ס. באחריות המשתתף/ת בלבד להגיש את הבקשה. • הביטול יכנס לתוקף החל מהמפגש הבא שלאחר תאריך בקשת הביטול.\n",מינוי לתיאטרון / הרצאות מבוטל מיד אחרי הגשת מכתב הבקשה לביטול.\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1180,4,"• משתתף המפסיק את פעילותו, יוכל לעבור לפעילות אחרת ברשת. במידה ואינו מעוניין לעשות כן, הביטול והחזר הכספים יכנסו לתוקף החל מהמפגש הבא שלאחר תאריך הודעת הביטול עפ""י החלק היחסי של המפגשים שבה היה רשום, פרט לדמי ביטול בגובה של 5% מהעסקה.\n","מקבלים החזר כספי על החלק של המנוי שבו לא השתמשנו, פחות דמי ביטול (מההחזר מורידים כסף על הביטול). החזר של הכסף עבור החוג  או הפעילות\n"
הסכם השתתפות חוגים ופעילויות במתנס,3,1181,1,ביטול רישום לקורס או מעבר לפעילות אחרת והחזר כספי:\n,קורס\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1182,3,"• ניתן לבטל את הרישום לקורס לפני תחילת הקורס,  ע""י הגשת בקשה במזכירות המתנ""ס. באחריות המשתתף/ת בלבד להגיש את הבקשה.\n",אפשר לבטל השתתפות בקורס רק לפני שהקורס מתחיל.\n
הסכם השתתפות חוגים ופעילויות במתנס,3,1183,1,• לא יינתן החזר כספי בעבור ביטול במהלך הקורס.\n,"אם מבטלים השתתפות בקורס אחרי שהקורס מתחיל, לא מקבלים החזר כספי.\n"
הסכם השתתפות חוגים ופעילויות במתנס,4,1184,1,אופן החזרת הכספים:\n,ד) איך מחזירים לכם את התשלום עבור חוג שביטלתם?\n
הסכם השתתפות חוגים ופעילויות במתנס,4,1185,1,"הוא עפ""י אופן התשלום בה השתמש הרוכש. \n",אנחנו מחזירים לכם את הכסף באותה צורה שבה שילמתם:\n
הסכם השתתפות חוגים ופעילויות במתנס,4,1186,1,"למשלמים בכרטיס אשראי, ינתן זיכוי בכרטיס האשראי בהתאם לתשלומים. \n","• אם שילמתם בכרטיס אשראי – המתנ""ס מזכה אתכם (מחזיר) בכרטיס האשראי בהתאם לתשלומים עבור הפעילות. \n"
הסכם השתתפות חוגים ופעילויות במתנס,4,1187,1,"למשלמים באמצעות המחאה, יוחזרו ההמחאות הרשומות לפקודת המתנ""ס.\n","• אם שילמתם עבור הפעילות בהמחאה (צ\ק) – המתנ""ס מחזיר לכם את ההמחאות (הצ\'קים) שהוא לא השתמש בהן.\n'"
הסכם השתתפות חוגים ופעילויות במתנס,4,1188,1,על כל המחאה שתוחזר יחויב המשתתף ב - 10₪ עמלה.\n,"""על כל המחאה (צ'ק) שמחזירים לכם, אתם משלמים 10 ₪ עמלה (שכר על שירות). \n"""
הסכם השתתפות חוגים ופעילויות במתנס,4,1189,1,"למשלמים במזומן, כספם יוחזר באמצעות העברה בנקאית.\n","• אם שילמתם עבור הפעילות במזומן – המתנ""ס מחזיר לכם את הכסף בהעברה בנקאית (העברה של כסף לחשבון הבנק שלכם).\n"
הסכם השתתפות חוגים ופעילויות במתנס,4,1190,1,• אין ביטול חוג רטרואקטיבי והחזר כספים בגינו.\n,"המתנ""ס לא מחזיר כסף אם מבטלים חוג אחרי שהוא כבר הסתיים.\n"
הסכם השתתפות חוגים ופעילויות במתנס,4,1191,5,"• בכל מקרה, ביטול יעשה אך ורק ע""י המתנ""ס ולא ישירות מול הבנק.\n",\n
הסכם השתתפות חוגים ופעילויות במתנס,5,1192,1,הנחות:\n,ה) הנחות\n
הסכם השתתפות חוגים ופעילויות במתנס,5,1193,6,\n,השתתפות בחוגים - הנחה\n
הסכם השתתפות חוגים ופעילויות במתנס,5,1194,2,"• לשני משתתפים בחוגים מאותה משפחה, או למשתתף בשני חוגים ינתן 10% הנחה לחוג השני, הזול מביניהם.\n",2 משתתפים מאותה משפחה - 10% הנחה על החוג השני. ההנחה היא על החוג הזול יותר מ-2 החוגים. משתתף אחד ב-2 חוגים - 10% הנחה על החוג השני. ההנחה היא על החוג הזול יותר מ-2 החוגים.\n
הסכם השתתפות חוגים ופעילויות במתנס,5,1195,2,"• לשלושה משתתפים ינתנו 15% הנחה לחוג שלישי, הזול מביניהם.\n",3 משתתפים מאותה משפחה - 15% הנחה על החוג השלישי. ההנחה היא על החוג הזול ביותר מ-3 החוגים.\n
הסכם השתתפות חוגים ופעילויות במתנס,5,1196,2,• אין כפל הנחות.\n,"ו) כפל הנחות - לא מקבלים הנחות פעמיים על אותו חוג. למשל, אם משלמים על חוג במבצע, אי אפשר לקבל עוד הנחה על אותו חוג. \n"
הסכם השתתפות חוגים ופעילויות במתנס,5,1197,1,ביטוח:\n,ז) ביטוח\n
הסכם השתתפות חוגים ופעילויות במתנס,5,1198,1,הרשת דואגת לבטח את אחריותה החוקית כלפי משתתפיה בפעילות הרשת.\n,"המתנ""ס נותן ביטוח למשתתפים בזמן שהם בפעילות של המתנ""ס.\n"
הסכם השתתפות חוגים ופעילויות במתנס,5,1199,1,"במקרה של אירוע/תאונה, באחריותכם להודיע מיידית למדריך החוג/פעילות. \n","במקרה של תאונה, המשתתף חייב להודיע מיד למדריך של הפעילות. \n"
הסכם השתתפות חוגים ופעילויות במתנס,5,1200,2,"המדריך ידאג למלא דוח תאונה, להעביר את פרטי האירוע על גבי טופס מתאים הנמצא במזכירות, על מנת שנוכל להעביר הודעה מסודרת לחברת הביטוח. \n","המדריך מעביר פרטים על התאונה למזכירות. המתנ""ס מעביר הודעה מסודרת לחברת הביטוח. \n"
הסכם השתתפות חוגים ופעילויות במתנס,5,1201,1,"אנו מחויבים לנהוג עפ""י הוראות חב\ הביטוח.\n'","המתנ""ס מחויב (חייב) לנהוג לפי ההוראות של חברת הביטוח. \n"
הסכם השתתפות חוגים ופעילויות במתנס,5,1202,1,אין הרשת מתחייבת לקבל הודעות שנמסרו באיחור. \n,"המתנ""ס לא מתחייב לקבל הודעות שנמסרו באיחור.\n"
הסכם השתתפות חוגים ופעילויות במתנס,6,1203,1,הצהרה רפואית:\n,ח) הצהרה (הודעה) רפואית\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1204,1,סמן X במקום המתאים\n,סמן X במקום המתאים\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1205,1,\uf06f הנני מצהיר/ה בזאת כי לא ידוע לי על בעיות רפואיות העלולות לסכן את בריאותי בעת הפעילות.\n,\uf06f אני מצהיר (מודיע) בזאת שאני לא יודע על בעיות רפואיות שעלולות (יכולות) לסכן את הבריאות שלי בזמן הפעילות.\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1206,1,"\uf06f יש לי בעיה בריאותית,  פירוט:  _____________\n","\uf06f יש לי בעיה בריאותית, תכתוב כאן בכמה מילים מה הבעיה: _____________ \n"
הסכם השתתפות חוגים ופעילויות במתנס,6,1207,6,\n,ט. אישור תיעוד\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1208,2,"\uf076 לצורך תיעוד ופרסום אירועי רשת המתנ""סים, אנו מצלמים את הפעילויות המתקיימות במתנ""סים במהלך השנה. \n","אנחנו במתנ""ס מצלמים את הפעילויות במהלך השנה. אנחנו מצלמים כדי לתעד (לשמור) וכדי לפרסם את האירועים (הפעילויות) במתנ""ס. \n"
הסכם השתתפות חוגים ופעילויות במתנס,6,1209,2,"חתימתכם, מהווה את הסכמתכם לצילום, תיעוד ופרסום תמונות השתתפות בפעילויותינו.\n","אתה צריך לחתום בעמוד הזה למטה. החתימה שלך היא הסכמה שלך לצילום, תיעוד ופרסום תמונות מהשתתפות בפעילויות של המתנ""ס.\n"
הסכם השתתפות חוגים ופעילויות במתנס,6,1210,1,"הריני מסכים לאמור לעיל, \n",בזאת אני מסכים לתנאים שמופיעים בהסכם ההשתתפות.\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1211,3,שם משפחה: שם פרטי: ת. זהות: תאריך לידה:\n,שם משפחה: שם פרטי: מספר תעודת זהות: תאריך לידה:\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1212,1,זכר / נקבה  כתובת: \n,כתובת: \n
הסכם השתתפות חוגים ופעילויות במתנס,6,1213,1,טלפון: טלפון נייד: טלפון נוסף:\n,מספר טלפון: מספר טלפון נייד:\n
הסכם השתתפות חוגים ופעילויות במתנס,6,1214,1,כתובת דואר אלקטרוני: חתימה:\n,כתובת דואר אלקטרוני (מייל): חתימה:\n
